id,statement,choices,correct_option,kai,kamoku,problem_no,theme,has_theme
r02b-kigyo-5-e,"譲渡制限株式に関する出題である。
譲渡等承認請求をした者は，当該請求に係る譲渡制限株式を指定買取人が買い取る旨
 の通知を受けた後は，当該株式の売買価格が決定されていない場合に限り，当該請求を
 撤回することができる。","[""正"", ""誤""]",1,r02b,kigyo,5,譲渡制限株式,true
r02b-kigyo-6-a,"「社債，株式等の振替に関する出題である。
振替株式の譲渡は，振替の申請により，譲受人がその口座(機関口座でないものとす る。)における保有欄に当該譲渡に係る数の増加の記載又は記録を受けなければ，その効 力を生じない。","[""正"", ""誤""]",0,r02b,kigyo,6,「社債，株式等の振替,true
r02b-kigyo-6-i,"「社債，株式等の振替に関する出題である。
振替株式の株主は，株主名簿に自己の氏名又は名称及び住所が記載され，又は記録さ
 れていなければ，当該振替株式についての少数株主権等を行使することができない。","[""正"", ""誤""]",1,r02b,kigyo,6,「社債，株式等の振替,true
r02b-kigyo-6-u,"「社債，株式等の振替に関する出題である。
最高裁判所の判例の趣旨によれば，振替株式の株主が裁判所に対し全部取得条項付種
 類株式の取得価格決定の申立てをする場合には，その審理が開始されるまでに，個別株
主通知がされていることを要する。","[""正"", ""誤""]",1,r02b,kigyo,6,「社債，株式等の振替,true
r02b-kigyo-6-e,"「社債，株式等の振替に関する出題である。
振替株式を発行している会社は，当該株式について株式の併合をしようとするとき
 は，当該株式の併合に関する所定の事項につき，当該株式の株主及びその登録株式質権
 者に対する会社法上の通知に代えて，公告をしなければならない。","[""正"", ""誤""]",0,r02b,kigyo,6,「社債，株式等の振替,true
r02b-kigyo-7-a,"新株予約権に関する出題である。
株式会社は，新株予約権の内容として，新株予約権を行使した新株予約権者に交付す る株式の数に 1 株に満たない端数が生ずる場合，これを切り捨てるものとする旨を定め ることができる。","[""正"", ""誤""]",0,r02b,kigyo,7,新株予約権,true
r02b-kigyo-7-i,"新株予約権に関する出題である。
株式会社が，募集新株予約権を株主以外の者に無償で発行するには，その旨の定款の
 定めがなければならない。","[""正"", ""誤""]",1,r02b,kigyo,7,新株予約権,true
r02b-kigyo-7-u,"新株予約権に関する出題である。
新株予約権者は，株式会社の承諾を得なければ，募集新株予約権の払込金額の全額の
 払込みに代えて，払込金額に相当する当該株式会社に対する債権をもって相殺すること
 ができない。","[""正"", ""誤""]",0,r02b,kigyo,7,新株予約権,true
r02b-kigyo-7-e,"新株予約権に関する出題である。
公開会社が，自己新株予約権を処分する場合に，払込金額が当該自己新株予約権を取
 得する者に特に有利な金額であるときは，株主総会の特別決議を要する。","[""正"", ""誤""]",1,r02b,kigyo,7,新株予約権,true
r02b-kigyo-8-a,"株式会社の機関に関する出題である。
監査役会設置会社の取締役は， 3 人以上でなければならない。","[""正"", ""誤""]",0,r02b,kigyo,8,株式会社の機関,true
r02b-kigyo-8-i,"株式会社の機関に関する出題である。
会計参与を置く大会社(公開会社，監査役会設置会社，監査等委員会設置会社及び指
名委員会等設置会社を除く。)は，会計監査人を置かないことができる。","[""正"", ""誤""]",1,r02b,kigyo,8,株式会社の機関,true
r02b-kigyo-8-u,"株式会社の機関に関する出題である。
監査等委員会設置会社は，取締役の過半数が社外取締役でなければならない。","[""正"", ""誤""]",1,r02b,kigyo,8,株式会社の機関,true
r02b-kigyo-8-e,"株式会社の機関に関する出題である。
指名委員会等設置会社は，定款に，指名委員会，監査委員会及び報酬委員会を置く旨
を定めなければならない。","[""正"", ""誤""]",0,r02b,kigyo,8,株式会社の機関,true
r02b-kigyo-9-a,"株主総会又は株主総会の決議に関する出題である。
株主総会に出席しない株主が書面によって議決権を行使することができることとする 旨を定めた場合は，株主(株主総会において決議をすることができる事項の全部につき 議決権を行使することができない株主を除く。)の全員の同意があるときであっても，招 集手続を省略して株主総会を開催することはできない。","[""正"", ""誤""]",0,r02b,kigyo,9,株主総会又は株主総会の決議,true
r02b-kigyo-9-i,"株主総会又は株主総会の決議に関する出題である。
株主が，株主総会において株主総会の目的である事項につき議案を提出するには，当 該株主は， 1 株以上の株式を 6 箇月前から引き続き保有していなければならない。","[""正"", ""誤""]",1,r02b,kigyo,9,株主総会又は株主総会の決議,true
r02b-kigyo-9-u,"株主総会又は株主総会の決議に関する出題である。
株主が招集した株主総会においては，その決議によって，株式会社の業務及び財産の
 状況を調査する者を選任することができる。","[""正"", ""誤""]",0,r02b,kigyo,9,株主総会又は株主総会の決議,true
r02b-kigyo-9-e,"株主総会又は株主総会の決議に関する出題である。
会計参与を解任する株主総会の決議における定足数の要件は，定款の定めによって排
 除することができる。","[""正"", ""誤""]",1,r02b,kigyo,9,株主総会又は株主総会の決議,true
r02b-kigyo-10-a,"取締役及び取締役会に関する出題である。
未成年者は，取締役となることができない。","[""正"", ""誤""]",1,r02b,kigyo,10,取締役及び取締役会,true
r02b-kigyo-10-i,"取締役及び取締役会に関する出題である。
破産者であって復権を得ていない者も，取締役となることができる。","[""正"", ""誤""]",0,r02b,kigyo,10,取締役及び取締役会,true
r02b-kigyo-10-u,"取締役及び取締役会に関する出題である。
取締役会の決議に参加した取締役が，その議事録に異議をとどめなかったときは，当
 該取締役は当該決議に賛成したものとみなされる。","[""正"", ""誤""]",1,r02b,kigyo,10,取締役及び取締役会,true
r02b-kigyo-10-e,"取締役及び取締役会に関する出題である。
監査役が監査役設置会社に対して負う損害賠償責任について，当該会社が当該監査役
に対して訴えを提起する場合，当該会社を代表するのは，代表取締役である。","[""正"", ""誤""]",0,r02b,kigyo,10,取締役及び取締役会,true
r02b-kigyo-11-a,"監査役に関する出題である。
監査役が費用の前払を株式会社に請求する場合には，当該監査役は，当該費用が監査
 に必要な費用であることを証明する必要はない。","[""正"", ""誤""]",0,r02b,kigyo,11,監査役,true
r02b-kigyo-11-i,"監査役に関する出題である。
監査役会設置会社において，特別取締役による議決の定めがある場合，監査役会は，
 その決議により，監査役の中から特別取締役による取締役会に出席すべき監査役を選定
 しなければならない。","[""正"", ""誤""]",1,r02b,kigyo,11,監査役,true
r02b-kigyo-11-u,"監査役に関する出題である。
監査役会設置会社でない監査役設置会社において，監査役が 2 人以上ある場合，監査 役は，全員が共同して監査報告を作成しなければならない。","[""正"", ""誤""]",1,r02b,kigyo,11,監査役,true
r02b-kigyo-11-e,"監査役に関する出題である。
監査役設置会社が会計監査人設置会社である場合，監査役はその職務を行うために必
 要があるときは，会計監査人に対し，その監査に関する報告を求めることができる。","[""正"", ""誤""]",0,r02b,kigyo,11,監査役,true
r02b-kigyo-12-a,"指名委員会等設置会社に関する出題である。
取締役を兼ねていない執行役と指名委員会等設置会社との間の取引によって当該指名
 委員会等設置会社に損害が生じたときは，当該取引を承認する取締役会の決議に賛成し
 た取締役は，任務を懈怠したものと推定される。","[""正"", ""誤""]",1,r02b,kigyo,12,指名委員会等設置会社,true
r02b-kigyo-12-i,"指名委員会等設置会社に関する出題である。
定款で定めた執行役の員数が欠けた場合，裁判所は必要があると認めるときは，利害
 関係人の申立てにより，一時執行役の職務を行うべき者を選任することができる。","[""正"", ""誤""]",0,r02b,kigyo,12,指名委員会等設置会社,true
r02b-kigyo-12-u,"指名委員会等設置会社に関する出題である。
取締役会は，社債を引き受ける者の募集に関する重要な事項の決定を執行役に委任す
 ることができる。","[""正"", ""誤""]",0,r02b,kigyo,12,指名委員会等設置会社,true
r02b-kigyo-12-e,"指名委員会等設置会社に関する出題である。
監査委員は，取締役が株主総会に提出しようとする議案が法令又は定款に違反すると
 認めるときは，その旨を株主総会に報告しなければならない。","[""正"", ""誤""]",1,r02b,kigyo,12,指名委員会等設置会社,true
r02b-kigyo-13-a,"株式会社の会計帳簿等に関する出題である。
会計帳簿等の閲覧謄写請求の理由は，具体的に記載されなければならないが，その記
 載された請求の理由を基礎づける事実が客観的に存在することについての立証は要しな
 い。","[""正"", ""誤""]",0,r02b,kigyo,13,株式会社の会計帳簿等,true
r02b-kigyo-13-i,"株式会社の会計帳簿等に関する出題である。
株式の譲渡につき定款で制限を設けている株式会社において，その有する株式を他に
 譲渡しようとする株主が，当該株式の適正な価格を算定する目的でした会計帳簿等の閲
 覧謄写請求は，特段の事情が存しない限り，株主等の権利の確保又は行使に関して調査
 をするために行われたものとは認められない。","[""正"", ""誤""]",1,r02b,kigyo,13,株式会社の会計帳簿等,true
r02b-kigyo-13-u,"株式会社の会計帳簿等に関する出題である。
株主が会計帳簿等の閲覧を請求するため株式会社に提出した書面に，「会社財産が適 正妥当に運用されているかどうかにつき，会計帳簿等を閲覧したい」と記載されている 場合は，当該請求は，理由を具体的に記載してされたものとはいえない。","[""正"", ""誤""]",0,r02b,kigyo,13,株式会社の会計帳簿等,true
r02b-kigyo-13-e,"株式会社の会計帳簿等に関する出題である。
株式会社の会計帳簿等の閲覧謄写請求をした株主が，当該株式会社の業務と実質的に
 競争関係にある事業を営むものであることを理由として当該請求につき拒絶事由がある
 というためには，当該株主が当該株式会社と競業をなす者であるなどの客観的事実が認
 められるのみでは足りず，当該株主に会計帳簿等の閲覧謄写によって知り得る情報を自
 己の競業に利用するなどの主観的意図があることを要する。","[""正"", ""誤""]",1,r02b,kigyo,13,株式会社の会計帳簿等,true
r02b-kigyo-14-a,"株式会社の資本金，準備金及び剰余金に関する出題である。
株式会社は，その発行する新株予約権を引き受ける者の募集をしようとするときは，
 募集事項として，募集新株予約権と引換えにする金銭の払込みにより増加する資本金及
 び資本準備金に関する事項を定めなければならない。","[""正"", ""誤""]",1,r02b,kigyo,14,株式会社の資本金，準備金及び剰余金,true
r02b-kigyo-14-i,"株式会社の資本金，準備金及び剰余金に関する出題である。
株式会社が自己株式の消却をする場合には，自己株式の消却後のその他資本剰余金の
 額は，当該自己株式の消却の直前の当該額から当該消却する自己株式の帳簿価額を減じ
 て得た額となる。","[""正"", ""誤""]",0,r02b,kigyo,14,株式会社の資本金，準備金及び剰余金,true
r02b-kigyo-14-u,"株式会社の資本金，準備金及び剰余金に関する出題である。
株式会社が剰余金の配当をする場合には，法務省令で定めるところにより，当該剰余 金の配当をする日における分配可能額に 10 分の 1 を乗じて得た額を資本準備金又は利 益準備金として計上しなければならない。","[""正"", ""誤""]",1,r02b,kigyo,14,株式会社の資本金，準備金及び剰余金,true
r02b-kigyo-14-e,"株式会社の資本金，準備金及び剰余金に関する出題である。
取締役会設置会社は，株式の発行と同時に資本金の額を減少する場合において，当該
 資本金の額の減少の効力が生ずる日後の資本金の額が当該日前の資本金の額を下回らな
 いときは，当該資本金の額の減少に関する事項を取締役会の決議によって定めなければ
 ならない。","[""正"", ""誤""]",0,r02b,kigyo,14,株式会社の資本金，準備金及び剰余金,true
r02b-kigyo-15-a,"持分会社に関する出題である。
法人は，持分会社の業務を執行する社員となることができない。","[""正"", ""誤""]",1,r02b,kigyo,15,持分会社,true
r02b-kigyo-15-i,"持分会社に関する出題である。
持分会社は，社員が 2 人以上ある場合には，当該持分会社の業務を執行する社員を定
 款で定めなければならない。","[""正"", ""誤""]",1,r02b,kigyo,15,持分会社,true
r02b-kigyo-15-u,"持分会社に関する出題である。
持分の全部を他人に譲渡した社員は，その旨の登記をする前に生じた持分会社の債務
 について，従前の責任の範囲内でこれを弁済する責任を負う。","[""正"", ""誤""]",0,r02b,kigyo,15,持分会社,true
r02b-kigyo-15-e,"持分会社に関する出題である。
合名会社の社員でない者が自己を当該合名会社の社員であると誤認させる行為をした
ときは，当該社員でない者は，その誤認に基づいて当該合名会社と取引をした者に対 し，当該合名会社の社員と同一の責任を負う。","[""正"", ""誤""]",0,r02b,kigyo,15,持分会社,true
r02b-kigyo-16-a,"社債に関する出題である。
純資産額が 300 万円を下回る株式会社は，無担保社債を発行することができない。","[""正"", ""誤""]",1,r02b,kigyo,16,社債,true
r02b-kigyo-16-i,"社債に関する出題である。
合名会社は，社債を発行することができる。","[""正"", ""誤""]",0,r02b,kigyo,16,社債,true
r02b-kigyo-16-u,"社債に関する出題である。
社債管理者は，社債権者のために社債に係る債権の実現を保全するために必要な裁判
 上の行為をする権限を有する。","[""正"", ""誤""]",0,r02b,kigyo,16,社債,true
r02b-kigyo-16-e,"社債に関する出題である。
取締役会設置会社でない株式会社においては，社債を引き受ける者の募集に関する重
要な事項の決定は，株主総会の特別決議によらなければならない。","[""正"", ""誤""]",1,r02b,kigyo,16,社債,true
r02b-kigyo-17-a,"組織再編における債権者の異議手続に関する出題である。
株式会社が吸収分割をする場合，吸収分割後に吸収分割株式会社に対して債務の履行
 を請求することができない吸収分割株式会社の全ての債権者は，当該吸収分割株式会社
 に対し，所定の期間内に当該吸収分割について異議を述べることができる。","[""正"", ""誤""]",0,r02b,kigyo,17,組織再編における債権者の異議手続,true
r02b-kigyo-17-i,"組織再編における債権者の異議手続に関する出題である。
株式会社が株式交換をする場合，株式交換完全親株式会社の全ての債権者は，当該株
 式交換完全親株式会社に対し，当該株式交換について異議を述べることができない。","[""正"", ""誤""]",1,r02b,kigyo,17,組織再編における債権者の異議手続,true
r02b-kigyo-17-u,"組織再編における債権者の異議手続に関する出題である。
株式会社が新設分割をする場合，新設分割後に新設分割株式会社に対して債務の履行
 を請求することができる新設分割株式会社の全ての債権者は，当該新設分割株式会社に
 対し，当該新設分割について異議を述べることができない。","[""正"", ""誤""]",1,r02b,kigyo,17,組織再編における債権者の異議手続,true
r02b-kigyo-17-e,"組織再編における債権者の異議手続に関する出題である。
株式会社が株式移転をする場合，株式移転計画新株予約権が新株予約権付社債に付さ
 れた新株予約権であるときは，当該新株予約権付社債についての全ての社債権者は，当
 該株式移転完全子会社に対し，所定の期間内に当該株式移転について異議を述べること
 ができる。","[""正"", ""誤""]",0,r02b,kigyo,17,組織再編における債権者の異議手続,true
r02b-kigyo-18-a,"組織再編，株式等売渡請求及び事業譲渡に関する出題である。
吸収合併の無効は，吸収合併消滅株式会社又は吸収合併存続株式会社が公開会社でな い場合は，当該吸収合併の効力が生じた日から 1 年以内に，訴えをもってのみ主張する ことができる。","[""正"", ""誤""]",1,r02b,kigyo,18,組織再編，株式等売渡請求及び事業譲渡,true
r02b-kigyo-18-i,"組織再編，株式等売渡請求及び事業譲渡に関する出題である。
株式等売渡請求に係る売渡株式等の全部の取得の無効は，対象会社が公開会社でない 場合は，取得日から 1 年以内に，訴えをもってのみ主張することができる。","[""正"", ""誤""]",0,r02b,kigyo,18,組織再編，株式等売渡請求及び事業譲渡,true
r02b-kigyo-18-u,"組織再編，株式等売渡請求及び事業譲渡に関する出題である。
株式会社間で事業の全部の譲渡がされた場合，当該事業の全部の譲渡の無効は，当該 事業の全部の譲渡の効力が生じた日から 6 箇月以内に，訴えをもってのみ主張すること ができる。","[""正"", ""誤""]",1,r02b,kigyo,18,組織再編，株式等売渡請求及び事業譲渡,true
r02b-kigyo-18-e,"組織再編，株式等売渡請求及び事業譲渡に関する出題である。
吸収分割の無効は，当該吸収分割の効力が生じた日から 6 箇月以内に，訴えをもって のみ主張することができる。","[""正"", ""誤""]",0,r02b,kigyo,18,組織再編，株式等売渡請求及び事業譲渡,true
r02b-kigyo-19-a,"金融商品取引法上の目論見書に関する出題である。
発行者又は有価証券の売出しをする者は，その募集又は売出しにつき内閣総理大臣に
 募集又は売出しの届出をしなければならない有価証券について，当該届出がその効力を
 生じているのでなければ，目論見書の交付の有無にかかわらず，これを募集又は売出し
 により取得させ，又は売り付けることはできない。","[""正"", ""誤""]",0,r02b,kigyo,19,金融商品取引法上の目論見書,true
r02b-kigyo-19-i,"金融商品取引法上の目論見書に関する出題である。
有価証券の売出しをする者は，既に開示された有価証券を売出しにより適格機関投資
 家に取得させる場合には，当該適格機関投資家から交付の請求があった場合を除き，目
 論見書を交付することを要しない。","[""正"", ""誤""]",0,r02b,kigyo,19,金融商品取引法上の目論見書,true
r02b-kigyo-19-u,"金融商品取引法上の目論見書に関する出題である。
内閣総理大臣は，内閣府令で定めるところにより，目論見書を公衆の縦覧に供しなけ
 ればならない。","[""正"", ""誤""]",1,r02b,kigyo,19,金融商品取引法上の目論見書,true
r02b-kigyo-19-e,"金融商品取引法上の目論見書に関する出題である。
目論見書の交付義務に違反して有価証券を取得させた者が当該有価証券の取得者に対 して負う損害賠償の額は，当該取得者が当該有価証券の取得について支払った額から損 害賠償を請求する時における市場価額(市場価額がないときは，その時における処分推 定価額)を控除した額と推定される。","[""正"", ""誤""]",1,r02b,kigyo,19,金融商品取引法上の目論見書,true
r02b-kigyo-20-a,国債証券,"[""正"", ""誤""]",1,r02b,kigyo,20,"",false
r02b-kigyo-20-i,特定電子記録債権,"[""正"", ""誤""]",1,r02b,kigyo,20,"",false
r02b-kigyo-20-u,株券,"[""正"", ""誤""]",0,r02b,kigyo,20,"",false
r02b-kigyo-20-e,新株予約権証券,"[""正"", ""誤""]",0,r02b,kigyo,20,"",false
r03-kigyo-1-a,"商法上の支配人に関する出題である。
支配人は，商人に代わってその営業に関する裁判上の行為を除く一切の行為をする権
 限を有する。","[""正"", ""誤""]",1,r03,kigyo,1,商法上の支配人,true
r03-kigyo-1-i,"商法上の支配人に関する出題である。
商人の営業所の営業の主任者であることを示す名称を付した使用人は，相手方が悪意
 であるときを除き，当該営業所の営業に関し，一切の裁判外の行為をする権限を有する
 ものとみなされる。","[""正"", ""誤""]",0,r03,kigyo,1,商法上の支配人,true
r03-kigyo-1-u,"商法上の支配人に関する出題である。
商人は，支配人を選任したときは，その登記をしなければならない。","[""正"", ""誤""]",0,r03,kigyo,1,商法上の支配人,true
r03-kigyo-1-e,"商法上の支配人に関する出題である。
支配人は，商人の許可を受けなくても，他の商人の使用人となることができる。","[""正"", ""誤""]",1,r03,kigyo,1,商法上の支配人,true
r03-kigyo-2-a,"商人間の売買に関する出題である。
買主が売買の目的物の受領を拒み，かつ，その物に損傷による価格の低落のおそれが
 ある場合には，売主は，催告をしないでその物を競売に付することができる。","[""正"", ""誤""]",0,r03,kigyo,2,商人間の売買,true
r03-kigyo-2-i,"商人間の売買に関する出題である。
買主は，売買の目的物を受領したときは，遅滞なく，その物を検査しなければならな
 い。","[""正"", ""誤""]",0,r03,kigyo,2,商人間の売買,true
r03-kigyo-2-u,"商人間の売買に関する出題である。
売買の目的物が種類，品質又は数量に関して契約の内容に適合しないことにつき売主 が悪意であった場合には，買主は，売主に対し，履行の追完を請求することはできな い。","[""正"", ""誤""]",1,r03,kigyo,2,商人間の売買,true
r03-kigyo-2-e,"商人間の売買に関する出題である。
売買の性質又は当事者の意思表示により，特定の日時又は一定の期間内に履行をしな
 ければ契約の目的を達することができない場合において，当事者の一方が履行をしない
 でその時期を経過したときは，相手方は，催告をすることなく，直ちに契約の解除をす
 ることができる。","[""正"", ""誤""]",1,r03,kigyo,2,商人間の売買,true
r03-kigyo-3-a,"創立総会に関する出題である。
設立しようとする株式会社が種類株式発行会社である場合を除き，創立総会において
 定款を変更し，その発行する全部の株式を譲渡制限株式とする場合には，当該創立総会
 の決議は，当該創立総会において議決権を行使することができる設立時株主の議決権の
3 分の 2 以上に当たる多数をもって行わなければならない。","[""正"", ""誤""]",1,r03,kigyo,3,創立総会,true
r03-kigyo-3-i,"創立総会に関する出題である。
創立総会において設立の廃止を決議する場合には，設立時株主は，その引き受けた設
 立時発行株式が議決権制限株式であっても，議決権を行使することができる。","[""正"", ""誤""]",0,r03,kigyo,3,創立総会,true
r03-kigyo-3-u,"創立総会に関する出題である。
創立総会において，設立時株主は，その有する議決権について，不統一行使をするこ
 とができない。","[""正"", ""誤""]",1,r03,kigyo,3,創立総会,true
r03-kigyo-3-e,"創立総会に関する出題である。
公証人の認証を受けた定款は，創立総会の決議によって変更することができる。","[""正"", ""誤""]",0,r03,kigyo,3,創立総会,true
r03-kigyo-4-a,"発行可能株式総数に関する出題である。
種類株式発行会社においては，発行可能種類株式総数の合計数は，発行可能株式総数
 を超えることができない。","[""正"", ""誤""]",1,r03,kigyo,4,発行可能株式総数,true
r03-kigyo-4-i,"発行可能株式総数に関する出題である。
公開会社においては，自己株式の消却によって発行可能株式総数が発行済株式の総数 の 4 倍を超えることとなる場合には，定款を変更して発行可能株式総数を発行済株式の 総数の 4 倍以下の数にしなければならない。","[""正"", ""誤""]",1,r03,kigyo,4,発行可能株式総数,true
r03-kigyo-4-u,"発行可能株式総数に関する出題である。
株式会社は，株式の併合をしようとするときは，株主総会の決議により，株式の併合
 の効力発生日における発行可能株式総数を定めなければならず，当該株式の併合の効力
 発生日に，当該発行可能株式総数に変更する旨の定款の変更をしたものとみなされる。","[""正"", ""誤""]",0,r03,kigyo,4,発行可能株式総数,true
r03-kigyo-4-e,"発行可能株式総数に関する出題である。
取締役会設置会社は，株式の分割をしようとするときは，現に二以上の種類の株式を
 発行している場合を除き，株主総会の決議によらないで，株式の分割の効力発生日の前
 日の発行可能株式総数に分割の割合を乗じて得た数の範囲内で，発行可能株式総数を増
 加する定款の変更をすることができる。","[""正"", ""誤""]",0,r03,kigyo,4,発行可能株式総数,true
r03-kigyo-5-a,"株主の権利に関する出題である。
株式会社が，特定の株主に対して，当該株式会社又はその子会社の計算において，無
 償で財産上の利益を供与したときは，当該株式会社は，株主の権利の行使に関し，財産
 上の利益の供与をしたものと推定される。","[""正"", ""誤""]",0,r03,kigyo,5,株主の権利,true
r03-kigyo-5-i,"株主の権利に関する出題である。
最高裁判所の判例の趣旨によれば，株主総会の決議の取消しの訴えを提起した株主 が，その係属中に死亡した場合は，相続により株式を取得した相続人は，その訴訟の原 告たる地位を承継しない。","[""正"", ""誤""]",1,r03,kigyo,5,株主の権利,true
r03-kigyo-5-u,"株主の権利に関する出題である。
株主名簿の閲覧又は謄写の請求をする権利は，単独株主権である。","[""正"", ""誤""]",0,r03,kigyo,5,株主の権利,true
r03-kigyo-5-e,"株主の権利に関する出題である。
最高裁判所の判例の趣旨によれば，株式の準共有者間において，当該株式についての
権利を行使する者を定めるに当たっては，当該準共有者全員の同意を要する。","[""正"", ""誤""]",1,r03,kigyo,5,株主の権利,true
r03-kigyo-6-a,"募集株式の発行に関する出題である。
株式会社は，株主に株式の割当てを受ける権利を与えて募集株式を発行する場合，当
 該権利を有する株主に対して募集事項を通知しなければならない。","[""正"", ""誤""]",0,r03,kigyo,6,募集株式の発行,true
r03-kigyo-6-i,"募集株式の発行に関する出題である。
公開会社においては，募集株式を引き受けようとする者がその総数の引受けを行う契
 約を締結する場合，当該募集株式が譲渡制限株式であるときは，定款に別段の定めのな
 い限り，株主総会の決議によって当該契約の承認を受けなければならない。","[""正"", ""誤""]",1,r03,kigyo,6,募集株式の発行,true
r03-kigyo-6-u,"募集株式の発行に関する出題である。
最高裁判所の判例の趣旨によれば，他人の承諾を得てその名義を用いて募集株式を引
 き受けた場合，名義借用者でなく，名義貸与者がその株主となる。","[""正"", ""誤""]",1,r03,kigyo,6,募集株式の発行,true
r03-kigyo-6-e,"募集株式の発行に関する出題である。
現物出資財産を給付した募集株式の引受人が，当該現物出資財産の価額が募集事項に おいて定められた価額に著しく不足することにつき善意でかつ重大な過失がないとき は，募集株式の引受けの申込みに係る意思表示を取り消すことができる。","[""正"", ""誤""]",0,r03,kigyo,6,募集株式の発行,true
r03-kigyo-7-a,"株主総会に関する出題である。
監査等委員会設置会社では，取締役の過半数が社外取締役である場合には，取締役会
 は，その決議によって，株主総会の日時及び場所等の株主総会の招集に関する事項の決
 定を取締役に委任することができる。","[""正"", ""誤""]",1,r03,kigyo,7,株主総会,true
r03-kigyo-7-i,"株主総会に関する出題である。
指名委員会等設置会社では，執行役は，株主総会において，株主から特定の事項につ
 いて説明を求められた場合には，説明をしないことに正当な理由がある場合として会社
 法及び法務省令で定める場合を除き，当該事項について必要な説明をしなければならな
 い。","[""正"", ""誤""]",0,r03,kigyo,7,株主総会,true
r03-kigyo-7-u,"株主総会に関する出題である。
公開会社では，株主が，取締役に対し，一定の事項を株主総会の目的とすることを請 求するには，当該株主は，総株主の議決権の 100 分の 1 以上の議決権又は 300 個以上の 議決権を 6 か月前から引き続き有する株主でなければならない。","[""正"", ""誤""]",0,r03,kigyo,7,株主総会,true
r03-kigyo-7-e,"株主総会に関する出題である。
公開会社である会計監査人設置会社(監査等委員会設置会社及び指名委員会等設置会 社を除く。)では，株主総会に提出する会計監査人の選任に関する議案の内容は，取締役 会が決定することができる。","[""正"", ""誤""]",1,r03,kigyo,7,株主総会,true
r03-kigyo-8-a,株主は，電磁的方法により，議決権の不統一行使をすることができない。,"[""正"", ""誤""]",1,r03,kigyo,8,"",false
r03-kigyo-8-i,"株主の数が 1000 人以上である場合であっても，株主総会の招集の決定において，書
 面による議決権の行使に関する事項を定めることを要しない。","[""正"", ""誤""]",1,r03,kigyo,8,"",false
r03-kigyo-8-u,"株主総会の招集の通知は，電磁的方法によりこれを発する場合を除き，書面でしなけ
 ればならない。","[""正"", ""誤""]",0,r03,kigyo,8,"",false
r03-kigyo-8-e,"電磁的方法による議決権の行使は，政令で定めるところにより，株式会社の承諾を得
 て，法務省令で定める時までに議決権行使書面に記載すべき事項を，電磁的方法により
 当該株式会社に提供して行う。","[""正"", ""誤""]",0,r03,kigyo,8,"",false
r03-kigyo-9-a,"株主総会の決議の瑕疵に関する出題である。
最高裁判所の判例の趣旨によれば，株主総会の決議に基づいて新株が既に発行された 後は，当該新株発行に関する株主総会の決議の無効の確認の訴えは，確認の利益を欠 き，提起することができない。","[""正"", ""誤""]",0,r03,kigyo,9,株主総会の決議の瑕疵,true
r03-kigyo-9-i,"株主総会の決議の瑕疵に関する出題である。
最高裁判所の判例の趣旨によれば，株主総会の招集の手続がその招集につき決定の権
 限を有する取締役会の有効な決議に基づかないでなされたものであって，かつ，その招
 集の通知が，通知すべき全ての株主に対して法定の招集期間に不足してなされた場合に
 おける株主総会の決議は，他に招集の手続に瑕疵がないとしても，不存在である。","[""正"", ""誤""]",1,r03,kigyo,9,株主総会の決議の瑕疵,true
r03-kigyo-9-u,"株主総会の決議の瑕疵に関する出題である。
指名委員会等設置会社では，株主，取締役，執行役又は清算人は，株主総会の決議の 日から 3 か月以内は，当該決議の取消しの訴えを提起することができる。","[""正"", ""誤""]",0,r03,kigyo,9,株主総会の決議の瑕疵,true
r03-kigyo-9-e,"株主総会の決議の瑕疵に関する出題である。
株主総会の決議の内容が定款に違反することを原因として当該決議の取消しの訴えが
 提起された場合において，裁判所は，その違反が重大でないと認めるときは，当該決議
 の取消しの請求を棄却することができる。","[""正"", ""誤""]",1,r03,kigyo,9,株主総会の決議の瑕疵,true
r03-kigyo-10-a,"監査役会に関する出題である。
大会社である公開会社(監査等委員会設置会社及び指名委員会等設置会社を除く。) は，監査役会を置かなければならない。","[""正"", ""誤""]",0,r03,kigyo,10,監査役会,true
r03-kigyo-10-i,"監査役会に関する出題である。
取締役，会計参与，監査役又は会計監査人が監査役の全員に対して監査役会に報告す
 べき事項を通知したときは，当該事項を監査役会へ報告することを要しない。","[""正"", ""誤""]",0,r03,kigyo,10,監査役会,true
r03-kigyo-10-u,"監査役会に関する出題である。
監査役会設置会社においては，監査役の過半数は，社外監査役でなければならない。","[""正"", ""誤""]",1,r03,kigyo,10,監査役会,true
r03-kigyo-10-e,"監査役会に関する出題である。
監査役会設置会社においては，常勤の監査役は，監査役の中から株主総会の決議に
よって選定しなければならない。","[""正"", ""誤""]",1,r03,kigyo,10,監査役会,true
r03-kigyo-11-a,"指名委員会等設置会社における執行役に関する出題である。
株主は，執行役が法令に違反する行為をする場合において，当該行為によって指名委
 員会等設置会社に著しい損害が生ずるおそれがあるときは，当該執行役に対し，当該行
 為をやめることを請求することができる。","[""正"", ""誤""]",1,r03,kigyo,11,指名委員会等設置会社における執行役,true
r03-kigyo-11-i,"指名委員会等設置会社における執行役に関する出題である。
執行役は，指名委員会の決議によって選任しなければならない。","[""正"", ""誤""]",1,r03,kigyo,11,指名委員会等設置会社における執行役,true
